Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,data_source,simulated_weekly_score,simulated_weight_diff
56.0,Female,56.2,1.69,198,155.0,74.0,1.64,1486.0,Cardio,24.4,1.8,2.0,1.0,21.59,synthetic,21.684609762696144,-0.6862620726455346
58.0,Male,87.4,1.64,188,148.0,57.0,0.56,1249.0,Strength,10.0,3.5,3.0,3.0,16.94,synthetic,88.17597535607959,-1.7249267315725068
26.0,Male,92.2,1.59,176,143.0,55.0,1.57,1050.0,Strength,24.5,2.4,4.0,2.0,23.0,synthetic,44.934574347203586,-2.084374415299567
18.0,Male,83.1,1.94,188,153.0,56.0,1.41,1180.0,Yoga,24.4,3.3,3.0,2.0,17.84,synthetic,61.39878561129045,-0.11865260120432225
36.0,Female,47.1,1.72,194,145.0,50.0,,843.0,Strength,21.8,1.9,3.0,1.0,17.46,synthetic,38.17115067339866,-0.7492461970645004
18.0,Male,53.1,1.7,181,169.0,73.0,1.01,1740.0,Strength,23.8,2.3,4.0,1.0,,synthetic,28.81931473008921,-0.7424718535313058
53.0,Female,76.2,1.67,185,142.0,68.0,1.55,804.0,HIIT,25.5,3.4,3.0,1.0,18.46,synthetic,3.781451009914054,0.25669107127502827
46.0,Female,48.4,1.82,163,163.0,68.0,1.51,1221.0,HIIT,19.2,3.7,5.0,2.0,12.32,synthetic,53.921780129055676,0.6387538213059558
24.0,Female,47.3,1.92,189,155.0,74.0,1.4,505.0,HIIT,29.5,3.4,5.0,2.0,12.34,synthetic,72.96994546561109,-0.5180357770894474
46.0,Male,91.8,,191,152.0,71.0,1.32,927.0,Cardio,26.8,1.8,3.0,1.0,23.11,synthetic,24.771319377011178,-0.5724789655278892
31.0,Female,71.4,1.68,180,143.0,68.0,1.37,606.0,Yoga,23.8,3.2,2.0,2.0,21.59,synthetic,35.00697767705089,0.10011442649110702
24.0,Male,103.6,1.88,175,154.0,60.0,1.55,436.0,Yoga,20.9,3.2,3.0,1.0,13.85,synthetic,19.952250787717826,-1.3855484557596602
35.0,Female,81.0,1.78,196,151.0,67.0,2.0,1246.0,HIIT,10.0,3.3,3.0,1.0,19.74,synthetic,33.40620026504553,-0.12147755620184236
55.0,Female,94.9,1.52,196,120.0,73.0,2.0,1309.0,HIIT,27.9,1.5,2.0,,12.32,synthetic,100.0,0.14150877745772328
21.0,Female,80.0,1.67,167,169.0,57.0,0.94,899.0,\nStrength,29.8,3.1,3.0,2.0,17.15,synthetic,47.61067900830306,0.24418416673410331
29.0,Female,40.0,1.77,191,169.0,58.0,1.2,613.0,Strength,22.2,2.2,4.0,2.0,29.56,synthetic,44.49175588185313,-1.849402162001972
35.0,Male,69.5,1.68,172,155.0,59.0,1.78,1350.0,HIIT,23.6,1.6,3.0,,16.62,synthetic,100.0,-0.9090842158471526
37.0,Male,48.3,1.81,167,134.0,69.0,1.97,1276.0,Yoga,26.1,1.8,3.0,2.0,20.81,synthetic,40.77589815501497,-1.0026106022587733
18.0,Male,44.8,1.67,193,137.0,61.0,1.3,719.0,Yoga,21.6,2.3,4.0,1.0,12.32,synthetic,46.15375689469442,-0.2200904364726296
54.0,Male,68.9,1.78,187,155.0,60.0,1.42,913.0,,30.7,3.4,3.0,1.0,17.82,synthetic,21.7767953078866,0.08459566381438721
44.0,Female,63.6,1.77,161,169.0,50.0,1.57,1283.0,Cardio,17.8,2.1,3.0,,17.92,synthetic,100.0,0.8973683259567851
27.0,Female,40.0,1.72,178,132.0,72.0,0.83,857.0,Cardio,27.3,3.2,4.0,2.0,17.8,synthetic,70.21316051922452,-0.6959723842944585
35.0,Female,66.7,1.72,171,153.0,65.0,1.15,776.0,HIIT,18.7,2.5,4.0,1.0,22.98,synthetic,39.9831089814796,-0.6980579986473712
44.0,Male,47.3,1.72,198,164.0,70.0,1.46,1103.0,Strength,26.7,1.5,4.0,,23.85,synthetic,100.0,0.6197376151029976
39.0,Female,70.3,1.74,170,152.0,59.0,2.0,864.0,Cardio,20.4,1.5,3.0,2.0,17.03,synthetic,54.037300903366095,-0.06273844917575591
49.0,Female,74.7,1.81,176,132.0,,1.81,758.0,Yoga,23.9,1.7,3.0,2.0,14.58,synthetic,49.758043936090836,0.714121208950379
26.0,Male,57.8,1.61,162,135.0,65.0,1.91,684.0,Yoga,18.2,3.7,3.0,1.0,12.32,synthetic,15.962981392698719,-0.06901759759213094
18.0,Male,40.0,1.72,193,138.0,74.0,1.41,726.0,Yoga,28.0,3.7,2.0,3.0,32.62,synthetic,61.81359281721604,-1.2256932949706167
33.0,Male,79.8,1.53,172,148.0,72.0,1.98,1132.0,Yoga,14.7,1.7,3.0,2.0,16.6,synthetic,38.20960208840198,-1.3665026838222454
18.0,,75.8,1.99,191,167.0,71.0,1.53,850.0,HIIT,10.0,3.5,4.0,1.0,15.4,synthetic,41.87679388461564,-1.5412097992471434
47.0,Female,74.7,1.77,195,130.0,68.0,1.93,1056.0,HIIT,22.1,3.4,4.0,2.0,24.44,synthetic,50.35382702701607,0.22964146780677858
40.0,Female,83.6,1.84,175,137.0,,1.46,1481.0,Cardio,23.0,2.5,5.0,1.0,20.2,synthetic,37.01159655872839,0.6508774584696064
38.0,Male,101.8,1.51,163,169.0,72.0,1.42,1384.0,Strength,25.6,3.3,4.0,1.0,20.89,synthetic,32.83287871546142,1.1794897131091049
25.0,Female,56.8,,191,150.0,61.0,2.0,1183.0,Strength,24.3,1.7,3.0,1.0,19.28,synthetic,22.410950262959226,0.3744842658585921
42.0,Female,86.7,1.7,196,135.0,68.0,1.22,923.0,Strength,27.2,3.2,3.0,2.0,17.49,synthetic,55.86693801475275,0.6302708620279887
18.0,Male,40.9,1.87,160,140.0,50.0,1.28,1261.0,HIIT,17.1,2.1,4.0,2.0,39.61,synthetic,28.335963433774758,-0.7640130661229478
28.0,Male,87.3,1.51,190,168.0,56.0,2.0,1306.0,Yoga,32.0,2.3,4.0,2.0,14.46,synthetic,63.71297297457244,-1.2251326533950855
26.0,Male,89.2,1.81,161,169.0,61.0,1.34,820.0,Strength,23.5,2.6,4.0,1.0,27.63,synthetic,12.595203197532514,0.38006346593404267
23.0,Male,75.9,1.81,196,125.0,55.0,1.4,1177.0,HIIT,30.0,,3.0,2.0,12.32,synthetic,51.26379579546412,0.03414460179152057
30.0,Male,100.1,1.76,170,160.0,55.0,1.43,1694.0,HIIT,25.9,1.8,3.0,2.0,15.73,synthetic,69.38928999058285,-0.21404450052728596
18.0,Female,80.8,1.85,188,141.0,74.0,1.19,838.0,Yoga,12.1,3.5,2.0,1.0,14.81,synthetic,9.996686753944253,0.009897184506391932
58.0,Female,68.6,1.72,164,155.0,72.0,1.23,797.0,Yoga,27.2,2.5,2.0,1.0,12.32,synthetic,13.222550294751485,-0.04145161403343528
46.0,Female,45.7,1.96,168,137.0,64.0,1.38,1303.0,Strength,29.8,3.3,2.0,2.0,22.82,synthetic,50.13907849658915,0.727053487882849
19.0,Female,55.2,1.71,172,136.0,74.0,1.93,670.0,Yoga,10.0,3.1,4.0,1.0,20.85,synthetic,31.795817819395978,0.7359884678535646
31.0,Female,91.7,1.74,172,166.0,56.0,1.28,892.0,Yoga,19.8,3.1,4.0,3.0,12.32,synthetic,83.50630099273559,0.13537628187227768
47.0,Male,78.7,1.69,170,144.0,57.0,1.0,845.0,Yoga,24.5,1.9,4.0,1.0,22.0,synthetic,34.891871301476634,0.3766422980503426
28.0,Female,40.0,1.57,165,169.0,68.0,1.04,669.0,Cardio,30.2,2.6,2.0,2.0,15.05,synthetic,51.3472146856177,0.11125004193982069
22.0,Male,47.1,1.87,165,132.0,68.0,0.72,674.0,Strength,31.7,3.2,2.0,2.0,34.98,synthetic,41.126998419562234,-0.6689357856276952
23.0,Male,85.1,1.79,194,138.0,55.0,1.16,829.0,Strength,23.7,2.6,4.0,2.0,19.2,synthetic,59.098186569285126,0.3052517399305121
48.0,Female,87.9,1.5,180,164.0,68.0,1.41,974.0,Yoga,22.1,2.6,4.0,1.0,13.04,synthetic,27.587423453814576,-1.4155960550874094
24.0,Female,74.2,1.58,177,140.0,71.0,1.28,780.0,Strength,23.6,1.9,4.0,2.0,30.92,synthetic,52.845737012027314,0.5431132418367066
33.0,Male,,1.8,160,155.0,74.0,1.26,906.0,Yoga,23.9,3.2,4.0,1.0,18.21,synthetic,48.99881934895215,-1.255618351812828
22.0,Male,49.6,1.87,190,137.0,54.0,1.6,1326.0,HIIT,30.5,1.9,5.0,1.0,14.25,synthetic,33.67366253617426,-0.07135737056421362
18.0,Male,63.9,1.86,161,147.0,51.0,1.83,1178.0,Strength,24.0,3.3,2.0,1.0,24.05,synthetic,10.254706953293585,-0.9761231667409271
43.0,Male,75.0,1.8,170,141.0,61.0,1.09,790.0,Yoga,32.8,2.4,3.0,2.0,,synthetic,61.07080669286972,0.14271118645954145
54.0,Male,69.8,1.75,170,131.0,72.0,1.29,954.0,Strength,32.0,3.2,2.0,1.0,21.66,synthetic,18.79618836046402,-0.3271401807423271
42.0,Female,40.5,1.64,196,137.0,59.0,1.12,1150.0,Yoga,13.4,3.7,5.0,2.0,12.32,synthetic,38.27330453985964,-1.575804766530666
18.0,Female,43.8,1.96,193,142.0,50.0,1.03,1590.0,Strength,29.7,3.6,2.0,3.0,21.88,synthetic,78.47421677150422,0.0365597048147831
24.0,Female,45.7,1.63,199,144.0,71.0,0.94,1137.0,Yoga,19.6,1.8,2.0,3.0,12.32,synthetic,64.64671814046078,-0.7623366214661684
43.0,Male,40.0,1.73,161,146.0,69.0,,1359.0,Cardio,21.3,2.5,2.0,3.0,12.61,synthetic,69.0946671769584,0.4049173766506953
25.0,Male,40.8,1.69,194,145.0,54.0,1.65,1353.0,HIIT,24.4,2.5,4.0,1.0,22.31,synthetic,33.319803305690144,-0.2989394490124742
59.0,Male,82.0,1.51,185,121.0,70.0,1.82,625.0,Strength,28.5,2.2,4.0,3.0,24.72,synthetic,81.90499679779066,0.01633678831043056
29.0,Female,60.9,1.92,192,151.0,67.0,1.5,1407.0,Cardio,18.0,3.5,5.0,1.0,43.3,synthetic,14.644518171390398,-1.0660551640121696
27.0,Male,55.0,1.68,169,136.0,64.0,1.07,1389.0,Cardio,24.6,2.1,4.0,2.0,18.54,synthetic,50.645136294301565,-0.7714657851418896
23.0,Female,59.0,1.62,193,162.0,56.0,,670.0,Cardio,17.6,1.6,5.0,1.0,17.71,synthetic,40.131057981760826,-0.6669109088808676
34.0,Female,80.0,2.0,173,125.0,56.0,1.82,773.0,Strength,22.3,2.8,4.0,2.0,14.62,synthetic,52.40453322416083,0.3853619841940446
24.0,Male,44.3,1.65,189,129.0,56.0,1.9,972.0,Yoga,27.8,3.3,2.0,1.0,15.86,synthetic,27.38810480887503,1.0419016702443915
24.0,Male,63.6,1.74,199,135.0,61.0,1.31,486.0,HIIT,26.1,2.2,2.0,3.0,25.85,synthetic,74.87867484013053,-0.9441374013943011
29.0,Female,50.2,1.89,197,125.0,51.0,1.46,1286.0,Strength,27.6,3.3,2.0,3.0,15.27,synthetic,60.645612979554045,0.5614785157261444
58.0,Male,43.6,1.67,176,142.0,74.0,1.13,1089.0,HIIT,26.7,3.4,4.0,2.0,28.29,synthetic,60.924821161750316,-2.0357419341805616
38.0,Male,60.5,1.72,187,139.0,50.0,1.34,1096.0,Yoga,20.9,3.7,4.0,2.0,25.58,synthetic,48.77036554885952,-1.2553515208738315
34.0,Male,92.4,1.79,,128.0,52.0,0.52,724.0,Cardio,25.3,3.1,5.0,3.0,12.85,synthetic,93.08057798281145,-1.06702276494942
39.0,Female,76.7,1.86,193,122.0,65.0,1.29,1770.0,\tYoga,23.1,3.2,3.0,1.0,17.75,synthetic,28.672873134013408,-1.382006951552578
38.0,Male,,1.7,181,144.0,56.0,1.47,574.0,HIIT,26.3,2.6,4.0,1.0,14.96,synthetic,48.38183676795123,-1.5668707118300642
18.0,Male,71.9,1.88,177,159.0,57.0,2.0,1571.0,Yoga,10.0,2.4,3.0,2.0,15.96,synthetic,47.76534017628148,0.03039912971023806
25.0,Female,59.2,1.84,168,160.0,51.0,1.53,1476.0,Yoga,25.1,3.7,4.0,2.0,13.81,synthetic,51.506832038818025,-0.4712541581822891
27.0,Male,57.4,1.89,193,128.0,51.0,0.92,1121.0,Yoga,22.4,3.5,4.0,2.0,16.0,synthetic,54.805803941122676,0.0035243180840878185
33.0,Male,69.5,1.75,178,131.0,74.0,1.51,1651.0,Strength,32.4,1.6,3.0,3.0,21.58,synthetic,71.96820217165724,0.2523781488972105
23.0,Male,47.4,1.96,161,142.0,65.0,1.18,441.0,Cardio,18.7,1.6,3.0,1.0,21.34,synthetic,32.9994190194205,-0.08750640546197322
33.0,Male,76.5,1.75,198,139.0,57.0,1.22,984.0,Strength,12.5,3.4,3.0,1.0,32.82,synthetic,0.0,0.22621054092029896
18.0,Female,53.5,1.68,198,134.0,74.0,1.9,368.0,HIIT,28.1,3.1,5.0,2.0,23.57,synthetic,49.46317580853646,-0.3556258289938155
25.0,Female,83.1,1.72,182,167.0,67.0,0.89,771.0,Strength,23.8,2.3,4.0,1.0,12.32,synthetic,19.32197078420807,-1.2495947106445957
47.0,Female,70.4,1.93,177,153.0,74.0,1.28,846.0,Strength,23.5,1.6,3.0,2.0,12.32,synthetic,59.50307591973576,0.546251344656637
39.0,Female,50.3,1.94,164,160.0,66.0,0.58,992.0,Cardio,10.0,2.9,4.0,1.0,14.72,synthetic,47.10613372581925,-0.7712897062249016
28.0,Female,65.3,1.68,161,145.0,73.0,0.72,408.0,HIIT,32.4,1.7,5.0,,25.26,synthetic,100.0,-1.0484770390099407
20.0,Male,66.2,1.85,196,120.0,58.0,0.84,420.0,HIIT,24.9,1.5,4.0,1.0,12.32,synthetic,28.311782768099892,-0.44233430064351853
19.0,Female,51.4,1.84,169,152.0,58.0,1.14,1175.0,\tCardio,20.9,3.5,5.0,3.0,16.95,synthetic,85.70052163113182,-1.0302487354372105
58.0,Female,78.3,1.52,176,123.0,74.0,1.49,1063.0,Cardio,30.5,3.4,3.0,2.0,25.33,synthetic,61.12378302608191,-0.6339443055915458
31.0,Female,79.4,1.56,171,126.0,69.0,1.42,963.0,Cardio,21.3,3.1,3.0,3.0,26.3,synthetic,63.77646865809426,-0.024756862749226782
25.0,Male,72.5,1.78,177,142.0,67.0,1.99,1047.0,HIIT,27.4,3.0,4.0,3.0,12.32,synthetic,82.38368982734785,-0.021326608603098485
21.0,Male,92.1,1.77,175,167.0,74.0,1.66,737.0,Cardio,25.3,3.3,4.0,2.0,17.16,synthetic,64.7519762978243,-1.0182640531405036
55.0,Female,72.6,1.55,191,137.0,50.0,2.0,1084.0,Cardio,24.1,2.5,3.0,2.0,19.76,synthetic,55.01094169939845,-0.6901642983589957
40.0,Male,76.7,1.68,177,133.0,57.0,0.89,984.0,Cardio,27.3,3.1,2.0,3.0,23.76,synthetic,71.89581616598744,0.559466403816195
39.0,Male,91.0,1.73,165,169.0,72.0,1.49,813.0,Strength,23.3,3.4,2.0,3.0,22.08,synthetic,80.01046092567141,0.0971200941871529
26.0,Female,78.3,1.58,184,141.0,68.0,1.5,1436.0,Yoga,15.0,3.7,3.0,1.0,28.61,synthetic,0.0,1.3600520314788334
26.0,Female,54.2,1.64,190,151.0,65.0,0.82,1184.0,Yoga,16.7,3.3,2.0,1.0,19.39,synthetic,26.778753195309076,0.6441025389932222
42.0,Male,108.5,1.85,,167.0,74.0,1.39,801.0,Cardio,29.0,3.0,2.0,3.0,15.62,synthetic,63.45924316872576,0.6154344548479513
18.0,Male,83.2,1.62,169,156.0,57.0,1.37,871.0,Cardio,10.0,2.5,4.0,,18.69,synthetic,100.0,-1.4102948403646416
19.0,Female,64.8,1.6,189,149.0,59.0,0.5,880.0,\tYoga,22.3,1.9,4.0,2.0,21.61,synthetic,60.11202599524981,0.3110882813067381
25.0,Female,45.5,1.58,182,136.0,69.0,2.0,1137.0,Yoga,17.4,1.7,2.0,2.0,15.04,synthetic,58.73658545162958,-0.3424854413575285
42.0,Female,59.0,1.89,175,142.0,63.0,1.25,1092.0,HIIT,27.7,3.5,5.0,1.0,17.68,synthetic,33.62551485372308,-0.7407854428305997
43.0,Female,89.2,1.73,163,135.0,67.0,1.51,1367.0,Yoga,14.5,3.5,3.0,1.0,25.4,synthetic,33.92874547202939,-0.1655877275739772
47.0,Female,108.3,1.67,176,169.0,69.0,1.07,1204.0,Yoga,27.6,3.7,2.0,2.0,13.44,synthetic,61.122782579886454,0.45616922768918694
30.0,Male,87.9,1.62,178,138.0,65.0,1.68,1205.0,Yoga,20.9,2.6,4.0,,34.99,synthetic,100.0,0.10066527280336929
48.0,Female,45.9,1.94,169,141.0,74.0,1.13,1507.0,Cardio,29.1,3.2,5.0,2.0,12.32,synthetic,76.39964529371393,-1.0027790410736481
18.0,Male,107.0,1.75,177,155.0,71.0,2.0,645.0,Strength,27.0,3.2,5.0,2.0,27.94,synthetic,63.01127491071892,0.29396713087409626
39.0,Male,40.7,1.84,197,145.0,55.0,1.48,1128.0,Strength,25.3,1.5,4.0,1.0,22.28,synthetic,30.75433638901593,-0.8100700336607711
18.0,Male,65.3,1.6,177,153.0,74.0,0.96,,Yoga,23.6,2.4,4.0,1.0,18.84,synthetic,13.980341881028316,-0.12665350482857102
50.0,Female,88.5,2.0,181,146.0,72.0,1.33,1088.0,Cardio,11.9,2.3,4.0,1.0,17.26,synthetic,27.539375118700512,-0.5426800539817074
27.0,Female,62.5,1.67,186,129.0,65.0,1.2,1783.0,Strength,23.2,1.5,3.0,2.0,26.22,synthetic,39.737534046838086,-0.4750930013885006
43.0,Female,79.0,1.73,186,158.0,55.0,1.2,1146.0,Cardio,25.2,3.6,4.0,2.0,19.64,synthetic,76.70942717497815,0.3129943800324077
27.0,Female,40.0,1.85,177,156.0,65.0,1.58,1014.0,Cardio,24.0,3.7,5.0,3.0,22.49,synthetic,83.24114187567663,-1.1321549758527183
19.0,Male,51.8,1.6,176,159.0,72.0,1.14,574.0,Cardio,25.3,2.0,4.0,2.0,16.69,synthetic,56.23204806784486,1.2561560594215464
38.0,Female,89.3,1.58,184,135.0,58.0,1.58,995.0,HIIT,24.0,2.9,4.0,3.0,19.02,synthetic,85.51485376040468,-1.7568688554355971
27.0,,80.0,1.86,177,153.0,74.0,0.9,886.0,Strength,25.1,1.6,2.0,1.0,19.41,synthetic,20.436024463724536,-0.7781341466038857
33.0,Male,40.0,1.75,185,125.0,54.0,2.0,870.0,Yoga,18.7,1.8,3.0,1.0,17.77,synthetic,41.95051040430753,-0.0038304880466071833
50.0,Female,102.6,1.62,198,138.0,66.0,1.48,1149.0,HIIT,10.0,2.7,5.0,2.0,18.48,synthetic,53.77350638265548,0.16745133314824795
18.0,Male,69.2,1.62,164,167.0,62.0,1.5,1721.0,HIIT,25.0,2.3,5.0,1.0,33.3,synthetic,24.49607455237243,-0.3803805764573641
19.0,Male,75.3,1.67,166,130.0,58.0,1.22,928.0,HIIT,27.4,3.2,3.0,2.0,23.17,synthetic,42.57529414301952,-0.3459125624012339
45.0,Male,45.9,1.51,195,142.0,57.0,1.64,303.0,Cardio,29.8,2.7,3.0,1.0,12.32,synthetic,11.799774887792942,0.028440068262093277
59.0,Male,66.9,1.57,178,120.0,71.0,1.44,1153.0,Yoga,27.5,3.3,2.0,2.0,20.4,synthetic,38.882309090947146,-0.48485558196614426
42.0,Female,50.3,1.69,199,159.0,69.0,0.95,1293.0,Yoga,14.8,3.2,3.0,2.0,,synthetic,49.62963202951588,0.8145450063479247
32.0,Male,68.7,1.77,186,,63.0,1.85,1118.0,Yoga,28.5,3.5,3.0,2.0,17.39,synthetic,45.7069777548274,0.37147929138528185
37.0,Male,44.2,1.5,194,154.0,74.0,1.11,612.0,Cardio,24.0,3.5,2.0,2.0,20.62,synthetic,38.07579020126144,0.39825948080450774
18.0,Female,46.0,1.79,177,140.0,68.0,2.0,1386.0,Cardio,23.6,3.2,3.0,2.0,18.0,synthetic,35.93682536328166,-1.0729253786963338
18.0,Male,74.8,1.76,186,134.0,68.0,0.5,1783.0,Cardio,21.8,3.5,4.0,3.0,23.47,synthetic,79.16894427371305,-0.3635107395245623
54.0,Male,46.3,1.62,161,138.0,60.0,1.03,1175.0,HIIT,32.2,2.5,4.0,2.0,19.44,synthetic,39.952796259689975,-0.540372758976563
24.0,Male,87.1,1.9,196,122.0,51.0,1.42,1153.0,Yoga,27.6,3.3,3.0,1.0,36.55,synthetic,15.27555963689603,-1.1044811005515727
43.0,Female,40.0,1.89,169,134.0,54.0,0.57,1267.0,HIIT,21.4,1.5,4.0,2.0,12.32,synthetic,55.824397529345035,-0.011868652843386451
18.0,Female,49.3,1.71,162,160.0,52.0,1.23,375.0,Yoga,29.4,3.4,5.0,,14.06,synthetic,100.0,-0.7301166062238532
18.0,Female,67.9,1.81,194,137.0,73.0,1.19,1405.0,Cardio,33.8,3.2,2.0,1.0,12.32,synthetic,16.907909229501364,0.2243230638801897
33.0,Male,49.7,1.82,179,169.0,71.0,1.55,968.0,Cardio,32.2,3.6,4.0,3.0,21.87,synthetic,72.47843594409417,-1.1561532503154655
49.0,Male,88.4,1.75,192,145.0,74.0,1.27,493.0,Yoga,23.5,2.2,3.0,1.0,12.42,synthetic,28.191745104191803,1.075232490273457
48.0,Male,45.8,,167,135.0,53.0,1.28,1239.0,Strength,24.5,1.6,4.0,,19.27,synthetic,100.0,-1.0170661268736494
19.0,Male,129.9,1.82,182,158.0,70.0,1.44,1155.0,Cardio,20.2,3.6,,1.0,17.37,synthetic,100.0,-0.12455813023965112
35.0,Male,40.3,1.79,183,120.0,68.0,1.24,1420.0,Strength,14.5,1.7,5.0,1.0,13.37,synthetic,36.150260791474174,0.3334874483104541
34.0,Male,72.1,1.78,167,163.0,58.0,0.84,536.0,HIIT,12.1,2.9,3.0,2.0,12.32,synthetic,48.398672044333594,-0.7565123441600903
50.0,Female,103.8,1.54,185,169.0,56.0,2.0,766.0,HIIT,27.3,3.1,3.0,1.0,12.32,synthetic,31.713400764504655,0.3819749147463605
18.0,Male,41.0,1.97,189,149.0,63.0,1.64,596.0,Strength,,1.8,2.0,2.0,12.32,synthetic,47.131966282376894,-1.283346878240333
36.0,Female,85.1,1.73,194,156.0,74.0,1.41,1024.0,Cardio,28.9,3.5,4.0,3.0,13.22,synthetic,72.48030668261181,0.8616941593460483
18.0,Male,81.0,1.64,175,169.0,74.0,1.99,878.0,Yoga,21.7,1.5,2.0,3.0,13.42,synthetic,66.80946064333382,-0.2886805880273934
47.0,Female,74.1,1.87,168,123.0,70.0,0.95,1030.0,Yoga,14.8,1.5,3.0,1.0,21.54,synthetic,17.039741431965112,-0.7771291263751037
32.0,,72.1,1.71,173,156.0,72.0,1.61,606.0,HIIT,12.0,2.7,2.0,2.0,17.91,synthetic,55.76007138598598,-0.5393454179419476
45.0,Female,47.9,1.71,194,169.0,70.0,0.78,772.0,HIIT,23.5,2.8,3.0,2.0,20.37,synthetic,50.21311648671942,0.34713541551417554
25.0,Male,113.3,1.75,187,155.0,74.0,1.44,564.0,Strength,22.1,1.6,3.0,2.0,21.36,synthetic,69.01190685753008,-0.7675642334803505
23.0,Male,56.8,1.83,197,152.0,56.0,1.22,1193.0,Cardio,23.2,1.6,4.0,2.0,,synthetic,54.39339186185379,-0.899486151538222
23.0,Female,78.2,1.9,180,131.0,55.0,0.85,888.0,Strength,16.2,2.3,3.0,1.0,29.89,synthetic,10.580932330895372,-0.47722927806699056
25.0,Male,40.0,1.68,175,123.0,66.0,0.74,1783.0,Strength,27.9,3.5,3.0,3.0,14.27,synthetic,59.862856073871725,-1.2415696902159745
59.0,Male,40.0,1.78,179,139.0,59.0,1.16,483.0,HIIT,19.7,3.7,,1.0,19.22,synthetic,100.0,1.1564351263534525
23.0,Female,69.2,1.73,180,165.0,70.0,2.0,765.0,HIIT,23.3,1.8,4.0,2.0,21.96,synthetic,39.158640569945106,-0.7531156729717786
48.0,Female,91.3,1.58,175,152.0,72.0,1.25,1576.0,Yoga,28.9,3.4,2.0,2.0,19.62,synthetic,47.67126651011483,0.3652934289443229
46.0,Male,68.2,1.88,172,167.0,70.0,1.41,723.0,Strength,17.2,2.6,5.0,1.0,32.75,synthetic,28.46225023229934,-0.1324239330817819
18.0,Female,45.1,1.86,182,169.0,64.0,0.92,1482.0,Strength,25.5,3.7,2.0,3.0,18.99,synthetic,54.188092979678665,-1.0876272403855745
20.0,Male,70.5,1.65,179,144.0,74.0,0.6,1151.0,Yoga,15.5,3.5,2.0,2.0,12.32,synthetic,53.950383140761154,-0.3047637673701835
18.0,Female,54.2,1.68,199,137.0,74.0,1.67,972.0,HIIT,14.1,3.4,2.0,,15.66,synthetic,100.0,0.32720222344859845
18.0,Female,83.6,1.86,170,162.0,74.0,0.83,732.0,HIIT,22.7,2.8,2.0,3.0,24.77,synthetic,71.4679301198555,-0.4506090680690452
37.0,Female,58.0,1.6,168,143.0,52.0,1.28,834.0,Strength,21.0,3.6,4.0,2.0,22.2,synthetic,71.12220628255425,0.6544903566808224
27.0,Female,45.6,,177,146.0,74.0,2.0,1108.0,Yoga,18.0,2.9,4.0,2.0,26.74,synthetic,61.35839315865532,0.5172123142254912
52.0,Female,40.0,1.91,194,151.0,59.0,1.96,535.0,HIIT,23.4,1.5,4.0,2.0,23.62,synthetic,52.314693520941674,0.4351318837266635
30.0,Female,40.0,1.62,166,164.0,73.0,1.23,1046.0,Yoga,25.2,3.7,5.0,3.0,14.53,synthetic,76.08807774584713,-0.6677254178183976
23.0,Female,83.5,1.5,194,142.0,63.0,2.0,767.0,Yoga,25.8,2.9,4.0,2.0,12.32,synthetic,33.48184598670695,-1.1638739582251896
22.0,Female,81.9,1.8,163,146.0,74.0,1.15,971.0,HIIT,22.4,2.5,5.0,,28.26,synthetic,100.0,-0.7908700842902356
40.0,Male,45.2,1.74,180,136.0,74.0,1.08,1058.0,\tYoga,26.0,3.3,,3.0,18.36,synthetic,100.0,-0.1430072474666236
49.0,Male,60.2,1.62,162,155.0,72.0,1.11,1105.0,\nStrength,23.4,3.1,3.0,1.0,16.85,synthetic,15.12820472848816,0.13662937082588444
51.0,,47.3,1.74,194,148.0,55.0,2.0,1259.0,Strength,28.8,3.1,3.0,1.0,24.75,synthetic,23.687430329076953,-2.037257123808358
28.0,Male,69.3,1.61,187,140.0,53.0,1.12,998.0,HIIT,17.6,2.8,,3.0,32.49,synthetic,100.0,-0.3064905612894002
33.0,Female,40.0,1.79,189,144.0,67.0,2.0,1285.0,HIIT,27.2,2.6,3.0,2.0,15.69,synthetic,47.751440181919214,-0.17352861974145245
48.0,Male,87.3,2.0,190,159.0,61.0,1.97,897.0,Yoga,10.7,3.5,5.0,3.0,18.2,synthetic,78.4999741917654,-0.5220354050524413
49.0,Male,40.0,1.77,175,127.0,73.0,1.2,1109.0,Yoga,24.7,2.4,3.0,3.0,25.41,synthetic,76.07154671966728,0.7330190712127032
26.0,Female,55.4,2.0,,124.0,62.0,1.22,1292.0,HIIT,26.8,2.4,3.0,2.0,19.35,synthetic,54.41940649569409,0.03742405940069676
18.0,Male,50.9,1.73,170,137.0,58.0,1.43,804.0,Strength,23.5,3.7,2.0,2.0,17.61,synthetic,34.096009225571535,0.7481535264647177
55.0,Female,59.9,1.53,178,157.0,54.0,1.23,1044.0,HIIT,26.9,3.4,4.0,1.0,31.33,synthetic,34.6143237974627,-0.4727684162801858
44.0,Male,66.8,1.97,194,126.0,65.0,1.66,1382.0,HIIT,18.5,1.6,4.0,2.0,23.14,synthetic,54.014118677157384,0.44998199400554
